''head'';884218:(1,1.0,[3])
toi;883296:(3,1.48,[5, 44, 70])
toilet;883887:(1,1.0,[9])
toka;886001:(1,1.0,[4])
token;883782:(1,1.0,[1])
told;882511:(1,1.0,[25]);882708:(1,1.0,[13]);882715:(1,1.0,[191]);882915:(1,1.0,[93]);882965:(1,1.0,[152]);883075:(1,1.0,[91]);883399:(2,1.3,[1, 64]);883409:(1,1.0,[366]);883433:(1,1.0,[37]);883455:(1,1.0,[150]);883847:(1,1.0,[0]);884257:(1,1.0,[23]);884288:(1,1.0,[26]);884469:(1,1.0,[11]);884685:(1,1.0,[12]);884961:(1,1.0,[9]);885905:(1,1.0,[25]);885959:(1,1.0,[15])
toler;883414:(1,1.0,[4]);884556:(1,1.0,[13]);884578:(1,1.0,[53])
tolkien;883653:(1,1.0,[9])
tolkien';885872:(1,1.0,[4])
tom;881958:(4,1.6,[217, 248, 263, 284]);882038:(2,1.3,[5, 25]);882334:(1,1.0,[39]);882502:(1,1.0,[2]);882627:(2,1.3,[6, 15]);882777:(2,1.3,[3, 21]);882814:(1,1.0,[10]);882879:(3,1.48,[1, 25, 67]);883003:(1,1.0,[14]);883292:(1,1.0,[13]);883409:(1,1.0,[356]);883455:(1,1.0,[28]);884197:(2,1.3,[3, 23]);884466:(1,1.0,[2]);884964:(2,1.3,[50, 52]);884986:(3,1.48,[1, 5, 48]);885105:(6,1.78,[28, 37, 73, 133, 153, 165]);885177:(1,1.0,[1]);886043:(1,1.0,[13])
tom';884986:(1,1.0,[28]);885105:(1,1.0,[57])
tomaso;883893:(2,1.3,[867, 875])
tombeau;883641:(1,1.0,[19])
tombston;884362:(1,1.0,[29])
tomlin;882101:(2,1.3,[8, 20]);883769:(1,1.0,[6]);884904:(1,1.0,[5])
tommi;883193:(1,1.0,[172]);884184:(2,1.3,[4, 13]);884219:(2,1.3,[3, 10]);884946:(2,1.3,[4, 8])
tomorrow;883809:(1,1.0,[0]);884798:(1,1.0,[22]);885009:(1,1.0,[26]);885410:(1,1.0,[689])
tomscholz;881958:(1,1.0,[183])
ton;882040:(1,1.0,[77]);882563:(1,1.0,[22]);882584:(1,1.0,[72]);882611:(1,1.0,[18]);883019:(1,1.0,[24]);883275:(1,1.0,[8]);883408:(1,1.0,[11]);883765:(2,1.3,[3, 15]);885056:(1,1.0,[61]);885169:(1,1.0,[9])
tonal;884483:(1,1.0,[40])
tone;881946:(1,1.0,[14]);882005:(1,1.0,[226]);882039:(1,1.0,[20]);882083:(1,1.0,[16]);882173:(1,1.0,[15]);882208:(1,1.0,[17]);882270:(1,1.0,[8]);882285:(1,1.0,[0]);882296:(1,1.0,[12]);882538:(1,1.0,[4]);882559:(1,1.0,[6]);882758:(1,1.0,[18]);882906:(1,1.0,[10]);882993:(1,1.0,[60]);883051:(1,1.0,[9]);883073:(1,1.0,[7]);883094:(1,1.0,[18]);883158:(1,1.0,[19]);883213:(2,1.3,[78, 130]);883233:(1,1.0,[5]);883271:(1,1.0,[24]);883272:(1,1.0,[8]);883800:(1,1.0,[41]);883802:(1,1.0,[13]);883818:(1,1.0,[101]);883996:(1,1.0,[13]);884075:(1,1.0,[18]);884155:(1,1.0,[1]);884255:(1,1.0,[17]);884257:(1,1.0,[20]);884399:(1,1.0,[11]);884540:(1,1.0,[43]);884603:(2,1.3,[246, 348]);884622:(1,1.0,[9]);884726:(2,1.3,[27, 42]);884846:(1,1.0,[3]);884865:(1,1.0,[6]);884943:(1,1.0,[29]);885015:(1,1.0,[3]);885219:(1,1.0,[14]);885384:(1,1.0,[12]);885514:(1,1.0,[22]);885532:(1,1.0,[17]);885553:(1,1.0,[10]);885775:(1,1.0,[20]);885853:(1,1.0,[37]);885951:(1,1.0,[11]);885982:(1,1.0,[12])
tongu;882082:(1,1.0,[0]);882108:(1,1.0,[68]);882730:(1,1.0,[18]);882924:(1,1.0,[11]);883377:(1,1.0,[8])
toni;882083:(1,1.0,[5]);882150:(1,1.0,[655]);882433:(1,1.0,[14]);882904:(2,1.3,[2, 31]);883073:(2,1.3,[5, 6]);883138:(1,1.0,[8]);883161:(2,1.3,[6, 14]);883483:(3,1.48,[87, 289, 447]);883689:(1,1.0,[2]);885148:(1,1.0,[8]);885888:(1,1.0,[5])
tonight;882268:(1,1.0,[2]);882676:(1,1.0,[3]);882730:(1,1.0,[2]);882979:(1,1.0,[91]);883578:(2,1.3,[4, 18]);883689:(1,1.0,[36]);884055:(1,1.0,[0]);884096:(1,1.0,[0]);884986:(1,1.0,[21]);885229:(1,1.0,[1]);885838:(1,1.0,[20]);885937:(1,1.0,[1])
tonk;882668:(1,1.0,[2]);883104:(2,1.3,[2, 7]);883457:(2,1.3,[2, 26]);883673:(1,1.0,[16])
took;881998:(1,1.0,[4]);882004:(1,1.0,[8]);882784:(1,1.0,[10]);882965:(2,1.3,[129, 456]);883483:(2,1.3,[236, 394]);883596:(1,1.0,[9]);883863:(1,1.0,[14]);883998:(1,1.0,[11]);884204:(1,1.0,[64]);884237:(1,1.0,[84]);884493:(1,1.0,[21]);884706:(1,1.0,[13]);884916:(1,1.0,[5]);885260:(1,1.0,[16]);885454:(1,1.0,[4]);885497:(1,1.0,[59]);885613:(1,1.0,[5]);885695:(1,1.0,[11]);885792:(1,1.0,[3]);885887:(1,1.0,[11])
tool;882112:(1,1.0,[8]);882839:(2,1.3,[6, 47]);882874:(1,1.0,[32]);884846:(1,1.0,[15]);885168:(1,1.0,[33])
toolbox;882633:(1,1.0,[27])
toon;882919:(1,1.0,[15])
top;881939:(1,1.0,[1]);881992:(1,1.0,[6]);882009:(1,1.0,[10]);882051:(1,1.0,[11]);882142:(1,1.0,[13]);882186:(1,1.0,[13]);882205:(1,1.0,[349]);882277:(2,1.3,[3, 23]);882375:(1,1.0,[28]);882412:(1,1.0,[23]);882418:(1,1.0,[1]);882439:(1,1.0,[22]);882505:(1,1.0,[28]);882523:(1,1.0,[11]);882525:(1,1.0,[15]);882600:(1,1.0,[12]);882609:(1,1.0,[12]);882678:(1,1.0,[11]);882743:(1,1.0,[29]);882785:(1,1.0,[12]);882844:(1,1.0,[32]);882905:(1,1.0,[25]);882998:(1,1.0,[15]);883005:(1,1.0,[14]);883145:(1,1.0,[9]);883148:(1,1.0,[33]);883186:(1,1.0,[12]);883324:(1,1.0,[35]);883380:(1,1.0,[35]);883409:(2,1.3,[589, 743]);883417:(1,1.0,[43]);883435:(1,1.0,[16]);883452:(1,1.0,[18]);883472:(1,1.0,[26]);883476:(1,1.0,[14]);883619:(1,1.0,[11]);883637:(1,1.0,[10]);883751:(1,1.0,[12]);883768:(1,1.0,[37]);883792:(1,1.0,[106]);883818:(2,1.3,[210, 328]);883821:(2,1.3,[52, 56]);883950:(1,1.0,[29]);883978:(1,1.0,[4]);884063:(1,1.0,[9]);884070:(1,1.0,[3]);884096:(1,1.0,[21]);884151:(1,1.0,[8]);884204:(1,1.0,[7]);884237:(1,1.0,[64]);884275:(1,1.0,[4]);884535:(1,1.0,[0]);884582:(1,1.0,[12]);884684:(1,1.0,[9]);884733:(1,1.0,[25]);884774:(1,1.0,[96]);884787:(1,1.0,[35]);884800:(1,1.0,[7]);884817:(1,1.0,[15]);884867:(1,1.0,[13]);884994:(1,1.0,[54]);885001:(1,1.0,[56]);885069:(1,1.0,[70]);885071:(1,1.0,[38]);885085:(1,1.0,[31]);885099:(1,1.0,[22]);885126:(1,1.0,[9]);885143:(1,1.0,[7]);885245:(1,1.0,[47]);885461:(1,1.0,[15]);885512:(1,1.0,[37]);885529:(1,1.0,[1]);885790:(1,1.0,[68]);885947:(1,1.0,[13])
topic;882060:(1,1.0,[9]);882220:(2,1.3,[657, 1193]);884446:(1,1.0,[26]);885242:(1,1.0,[6])
topograph;885854:(1,1.0,[1])
topper;883167:(1,1.0,[18])
torch;882220:(2,1.3,[870, 1406]);885464:(2,1.3,[225, 256])
tore;884121:(1,1.0,[7]);886026:(1,1.0,[184])
tori;882026:(1,1.0,[24]);883525:(3,1.48,[2, 6, 11])
torm;882578:(1,1.0,[16])
torn;885755:(1,1.0,[51])
torna;882548:(1,1.0,[1]);883893:(1,1.0,[1006])
torr;883735:(1,1.0,[36])
tortur;885556:(1,1.0,[31]);885990:(2,1.3,[255, 370]);886013:(1,1.0,[16])
tosca;882015:(2,1.3,[0, 4])
tosh;885171:(2,1.3,[12, 16]);885652:(1,1.0,[16])
tosh';883409:(2,1.3,[513, 667])
toshiba;883748:(1,1.0,[9])
tosin;884141:(1,1.0,[42])
toss;885990:(2,1.3,[231, 346])
total;881932:(1,1.0,[12]);881958:(1,1.0,[374]);882028:(1,1.0,[107]);882103:(1,1.0,[38]);882205:(1,1.0,[365]);882306:(1,1.0,[12]);882349:(1,1.0,[22]);882358:(1,1.0,[45]);882494:(2,1.3,[30, 32]);882546:(1,1.0,[38]);882649:(1,1.0,[7]);882839:(1,1.0,[18]);882863:(1,1.0,[10]);882885:(1,1.0,[33]);882937:(1,1.0,[12]);882977:(1,1.0,[9]);883014:(1,1.0,[22]);883434:(1,1.0,[9]);883653:(2,1.3,[6, 48]);883656:(1,1.0,[14]);883712:(1,1.0,[12]);883823:(1,1.0,[12]);884276:(1,1.0,[13]);884411:(1,1.0,[8]);884437:(1,1.0,[3]);884688:(1,1.0,[9]);884721:(1,1.0,[12]);884756:(1,1.0,[27]);884943:(1,1.0,[229]);884964:(1,1.0,[20]);885070:(1,1.0,[2]);885163:(1,1.0,[14]);885189:(1,1.0,[12]);885271:(1,1.0,[62]);885318:(1,1.0,[9]);885410:(1,1.0,[128]);885442:(1,1.0,[15]);885472:(1,1.0,[36]);885479:(1,1.0,[31]);885586:(1,1.0,[36]);885647:(1,1.0,[6]);885657:(1,1.0,[0]);885763:(1,1.0,[26]);885985:(1,1.0,[11])
toto;881935:(1,1.0,[15])
touch;881893:(1,1.0,[12]);881911:(1,1.0,[25]);881912:(1,1.0,[3]);881992:(1,1.0,[22]);882005:(1,1.0,[70]);882110:(1,1.0,[4]);882141:(1,1.0,[10]);882220:(1,1.0,[260]);882276:(1,1.0,[16]);882283:(1,1.0,[1]);882305:(1,1.0,[116]);882446:(1,1.0,[13]);882564:(1,1.0,[11]);882622:(1,1.0,[25]);882796:(1,1.0,[4]);882813:(1,1.0,[6]);882835:(2,1.3,[11, 14]);882902:(2,1.3,[12, 22]);883039:(1,1.0,[40]);883042:(1,1.0,[19]);883048:(1,1.0,[16]);883096:(1,1.0,[118]);883123:(1,1.0,[12]);883144:(1,1.0,[18]);883182:(1,1.0,[1]);883276:(1,1.0,[22]);883333:(1,1.0,[117]);883386:(2,1.3,[5, 13]);883526:(1,1.0,[9]);883612:(1,1.0,[9]);883653:(1,1.0,[25]);883784:(1,1.0,[28]);883792:(1,1.0,[76]);884060:(2,1.3,[3, 25]);884091:(1,1.0,[13]);884100:(1,1.0,[14]);884341:(1,1.0,[4]);884538:(1,1.0,[0]);884628:(1,1.0,[13]);884670:(1,1.0,[3]);884741:(1,1.0,[22]);884944:(2,1.3,[17, 19]);884984:(1,1.0,[129]);885022:(1,1.0,[3]);885028:(1,1.0,[8]);885047:(1,1.0,[8]);885096:(1,1.0,[10]);885202:(1,1.0,[5]);885230:(1,1.0,[11]);885258:(1,1.0,[3]);885322:(1,1.0,[19]);885419:(1,1.0,[1]);885438:(1,1.0,[10]);885497:(1,1.0,[27]);885535:(1,1.0,[6]);885647:(1,1.0,[10]);885701:(1,1.0,[28]);885852:(1,1.0,[14]);885910:(1,1.0,[24]);885946:(1,1.0,[9]);885977:(1,1.0,[27]);886016:(1,1.0,[12])
tough;885005:(1,1.0,[12]);885152:(2,1.3,[467, 562]);885410:(1,1.0,[325]);885975:(1,1.0,[25])
tougher;882887:(1,1.0,[12])
toulour;883535:(1,1.0,[11])
tour;882220:(2,1.3,[626, 1162]);882317:(1,1.0,[7]);882375:(1,1.0,[98]);882680:(1,1.0,[50]);882980:(1,1.0,[24]);883735:(1,1.0,[51]);884017:(1,1.0,[31]);885069:(1,1.0,[52]);885144:(4,1.6,[2, 4, 12, 15]);885557:(3,1.48,[5, 11, 32]);885711:(1,1.0,[17])
tourniquet;884868:(1,1.0,[8])
tow;884199:(1,1.0,[21])
toward;881991:(1,1.0,[87]);882205:(1,1.0,[136]);882220:(1,1.0,[42]);882584:(1,1.0,[21]);882598:(1,1.0,[1]);882790:(1,1.0,[18]);884365:(1,1.0,[23]);885280:(1,1.0,[75]);885514:(1,1.0,[27])
town;882114:(1,1.0,[8]);882902:(1,1.0,[3]);882947:(1,1.0,[115]);882979:(1,1.0,[144]);883077:(1,1.0,[12]);883485:(1,1.0,[2]);883832:(1,1.0,[5]);884168:(1,1.0,[29]);884744:(1,1.0,[20]);884774:(1,1.0,[103]);884901:(1,1.0,[3]);885379:(1,1.0,[14]);885427:(1,1.0,[4])
townfolk;883019:(1,1.0,[55])
toxic;882512:(1,1.0,[3])
toxicyb;883213:(1,1.0,[82])
toy;884930:(1,1.0,[12]);885427:(1,1.0,[17])
tp3;883853:(1,1.0,[82])
tr;883893:(1,1.0,[404])
trace;882220:(2,1.3,[1059, 1594]);882965:(1,1.0,[651]);884030:(1,1.0,[49])
trace';884030:(1,1.0,[64])
traci;882334:(1,1.0,[38]);882566:(1,1.0,[20]);883640:(1,1.0,[11])
track;881886:(1,1.0,[28]);881905:(1,1.0,[40]);881930:(2,1.3,[15, 55]);881938:(1,1.0,[23]);881960:(1,1.0,[7]);881966:(2,1.3,[3, 16]);882005:(1,1.0,[204]);882011:(1,1.0,[14]);882039:(1,1.0,[9]);882040:(1,1.0,[13]);882095:(1,1.0,[3]);882103:(3,1.48,[37, 41, 103]);882125:(1,1.0,[22]);882132:(1,1.0,[14]);882163:(1,1.0,[21]);882168:(8,1.9,[32, 42, 46, 49, 55, 59, 61, 66]);882184:(1,1.0,[19]);882194:(1,1.0,[20]);882205:(4,1.6,[106, 161, 206, 248]);882211:(1,1.0,[61]);882212:(1,1.0,[2]);882214:(3,1.48,[7, 12, 26]);882220:(4,1.6,[137, 317, 680, 1216]);882225:(1,1.0,[11]);882233:(2,1.3,[5, 16]);882238:(2,1.3,[11, 25]);882254:(1,1.0,[7]);882266:(1,1.0,[7]);882270:(3,1.48,[19, 24, 29]);882276:(1,1.0,[8]);882287:(1,1.0,[7]);882306:(1,1.0,[64]);882327:(1,1.0,[10]);882341:(2,1.3,[3, 13]);882347:(2,1.3,[11, 41]);882349:(2,1.3,[30, 35]);882350:(2,1.3,[12, 21]);882353:(1,1.0,[14]);882356:(1,1.0,[33]);882358:(1,1.0,[78]);882362:(1,1.0,[11]);882382:(1,1.0,[12]);882401:(1,1.0,[12]);882418:(1,1.0,[16]);882419:(1,1.0,[11]);882420:(1,1.0,[92]);882440:(1,1.0,[16]);882441:(1,1.0,[12]);882458:(3,1.48,[52, 111, 140]);882478:(1,1.0,[66]);882517:(2,1.3,[20, 42]);882519:(1,1.0,[10]);882539:(3,1.48,[30, 33, 63]);882586:(1,1.0,[9]);882593:(1,1.0,[10]);882597:(2,1.3,[17, 22]);882605:(2,1.3,[26, 39]);882622:(1,1.0,[35]);882623:(1,1.0,[10]);882633:(1,1.0,[108]);882642:(1,1.0,[45]);882648:(1,1.0,[41]);882660:(1,1.0,[10]);882676:(1,1.0,[13]);882680:(2,1.3,[33, 37]);882690:(1,1.0,[11]);882698:(1,1.0,[4]);882701:(1,1.0,[23]);882703:(1,1.0,[16]);882715:(1,1.0,[18]);882719:(1,1.0,[13]);882725:(1,1.0,[8]);882735:(1,1.0,[11]);882763:(9,1.95,[19, 50, 78, 85, 104, 113, 125, 132, 144]);882770:(1,1.0,[16]);882786:(1,1.0,[10]);882789:(1,1.0,[9]);882803:(1,1.0,[15]);882807:(3,1.48,[30, 38, 45]);882814:(1,1.0,[4]);882826:(1,1.0,[11]);882830:(1,1.0,[12]);882833:(1,1.0,[23]);882860:(1,1.0,[17]);882869:(1,1.0,[6]);882907:(1,1.0,[10]);882911:(1,1.0,[14]);882912:(1,1.0,[11]);882918:(2,1.3,[7, 14]);882931:(1,1.0,[2]);882947:(1,1.0,[36]);882951:(2,1.3,[67, 108]);882965:(20,2.3,[47, 126, 159, 188, 217, 252, 375, 442, 446, 457, 469, 479, 534, 558, 559, 584, 606, 734, 754, 761]);882973:(1,1.0,[13]);882978:(1,1.0,[7]);882982:(1,1.0,[18]);882990:(1,1.0,[47]);883010:(2,1.3,[15, 18]);883013:(1,1.0,[12]);883023:(2,1.3,[11, 14]);883024:(1,1.0,[13]);883033:(1,1.0,[33]);883034:(1,1.0,[47]);883039:(4,1.6,[86, 99, 108, 111]);883049:(1,1.0,[41]);883058:(3,1.48,[37, 38, 50]);883080:(1,1.0,[10]);883096:(2,1.3,[11, 72]);883108:(5,1.7,[15, 40, 56, 58, 61]);883141:(2,1.3,[7, 22]);883156:(1,1.0,[7]);883165:(1,1.0,[16]);883211:(1,1.0,[15]);883222:(2,1.3,[14, 21]);883226:(1,1.0,[10]);883227:(2,1.3,[6, 16]);883265:(1,1.0,[24]);883270:(4,1.6,[342, 495, 557, 618]);883293:(1,1.0,[5]);883296:(1,1.0,[57]);883298:(1,1.0,[26]);883324:(1,1.0,[7]);883347:(1,1.0,[90]);883409:(6,1.78,[107, 125, 203, 222, 298, 362]);883451:(2,1.3,[6, 22]);883454:(1,1.0,[15]);883455:(1,1.0,[102]);883473:(2,1.3,[6, 20]);883476:(1,1.0,[27]);883479:(1,1.0,[10]);883483:(3,1.48,[62, 259, 417]);883494:(2,1.3,[14, 34]);883518:(1,1.0,[27]);883536:(3,1.48,[8, 87, 94]);883561:(1,1.0,[10]);883620:(1,1.0,[27]);883634:(2,1.3,[4, 17]);883662:(2,1.3,[5, 19]);883664:(2,1.3,[6, 55]);883690:(1,1.0,[10]);883702:(1,1.0,[70]);883710:(2,1.3,[2, 10]);883712:(1,1.0,[11]);883713:(1,1.0,[9]);883729:(1,1.0,[39]);883734:(1,1.0,[5]);883792:(1,1.0,[88]);883794:(1,1.0,[3]);883806:(1,1.0,[6]);883809:(1,1.0,[16]);883818:(3,1.48,[75, 272, 390]);883819:(1,1.0,[39]);883821:(1,1.0,[47]);883838:(1,1.0,[10]);883840:(1,1.0,[8]);883851:(3,1.48,[225, 247, 361]);883853:(2,1.3,[11, 25]);883869:(1,1.0,[71]);883871:(3,1.48,[6, 44, 55]);883874:(1,1.0,[8]);883877:(1,1.0,[4]);883893:(1,1.0,[19]);883920:(1,1.0,[3]);883929:(1,1.0,[27]);883951:(1,1.0,[194]);883952:(1,1.0,[8]);883956:(1,1.0,[6]);883958:(1,1.0,[6]);883975:(1,1.0,[10]);883979:(1,1.0,[7]);884001:(1,1.0,[21]);884024:(1,1.0,[2]);884071:(1,1.0,[6]);884088:(2,1.3,[31, 33]);884091:(1,1.0,[23]);884094:(1,1.0,[16]);884095:(1,1.0,[13]);884127:(1,1.0,[19]);884132:(4,1.6,[26, 34, 36, 42]);884192:(8,1.9,[31, 56, 105, 112, 129, 170, 285, 410]);884197:(1,1.0,[21]);884209:(1,1.0,[12]);884217:(1,1.0,[11]);884242:(1,1.0,[26]);884250:(1,1.0,[12]);884259:(1,1.0,[5]);884262:(1,1.0,[16]);884265:(1,1.0,[20]);884295:(1,1.0,[6]);884299:(1,1.0,[7]);884319:(1,1.0,[3]);884390:(3,1.48,[5, 8, 20]);884397:(1,1.0,[1]);884417:(3,1.48,[10, 18, 22]);884424:(1,1.0,[10]);884433:(1,1.0,[28]);884452:(1,1.0,[14]);884491:(1,1.0,[35]);884511:(2,1.3,[8, 21]);884531:(1,1.0,[9]);884533:(2,1.3,[2, 15]);884553:(1,1.0,[11]);884592:(1,1.0,[15]);884595:(1,1.0,[11]);884603:(5,1.7,[65, 73, 144, 169, 181]);884612:(1,1.0,[20]);884618:(1,1.0,[6]);884632:(1,1.0,[11]);884636:(1,1.0,[25]);884655:(2,1.3,[10, 21]);884700:(1,1.0,[40]);884702:(1,1.0,[11]);884709:(2,1.3,[54, 74]);884716:(3,1.48,[2, 13, 18]);884718:(1,1.0,[51]);884729:(1,1.0,[50]);884733:(1,1.0,[53]);884736:(2,1.3,[49, 52]);884753:(1,1.0,[9]);884767:(2,1.3,[4, 16]);884826:(1,1.0,[16]);884829:(3,1.48,[17, 24, 56]);884853:(2,1.3,[13, 31]);884877:(1,1.0,[5]);884888:(2,1.3,[6, 18]);884889:(4,1.6,[9, 31, 88, 233]);884890:(1,1.0,[94]);884918:(2,1.3,[1, 10]);884977:(2,1.3,[8, 14]);884980:(1,1.0,[47]);885032:(1,1.0,[8]);885036:(1,1.0,[10]);885075:(1,1.0,[14]);885077:(1,1.0,[16]);885096:(1,1.0,[49]);885105:(5,1.7,[87, 110, 120, 128, 161]);885152:(2,1.3,[93, 276]);885163:(3,1.48,[3, 7, 18]);885170:(1,1.0,[357]);885174:(1,1.0,[11]);885177:(2,1.3,[8, 15]);885241:(1,1.0,[4]);885267:(2,1.3,[34, 65]);885285:(1,1.0,[5]);885353:(2,1.3,[3, 15]);885356:(2,1.3,[27, 78]);885357:(1,1.0,[8]);885361:(1,1.0,[17]);885369:(1,1.0,[18]);885383:(1,1.0,[10]);885384:(1,1.0,[4]);885387:(3,1.48,[3, 17, 25]);885389:(1,1.0,[17]);885397:(3,1.48,[7, 12, 39]);885404:(2,1.3,[6, 32]);885431:(1,1.0,[30]);885439:(1,1.0,[19]);885441:(1,1.0,[32]);885510:(3,1.48,[28, 35, 62]);885548:(1,1.0,[69]);885564:(2,1.3,[15, 37]);885602:(1,1.0,[36]);885612:(1,1.0,[4]);885683:(1,1.0,[31]);885690:(1,1.0,[24]);885715:(2,1.3,[3, 11]);885762:(1,1.0,[9]);885781:(1,1.0,[12]);885795:(2,1.3,[3, 10]);885804:(1,1.0,[12]);885820:(1,1.0,[14]);885862:(1,1.0,[28]);885875:(1,1.0,[7]);885882:(1,1.0,[12]);885924:(1,1.0,[60]);885931:(1,1.0,[12]);885954:(1,1.0,[7]);885957:(1,1.0,[56]);885958:(2,1.3,[3, 8]);885970:(2,1.3,[5, 50]);885996:(1,1.0,[6]);886019:(1,1.0,[7]);886026:(4,1.6,[268, 276, 391, 399])
tracker;882833:(1,1.0,[5])
tract;882068:(1,1.0,[9])
tradat;882028:(1,1.0,[143])
trade;883818:(1,1.0,[158])
trademark;883409:(2,1.3,[538, 692]);884051:(1,1.0,[37]);884157:(1,1.0,[49])
tradit;881951:(1,1.0,[9]);881967:(1,1.0,[3]);882005:(1,1.0,[26]);882010:(1,1.0,[16]);882028:(4,1.6,[55, 61, 87, 106]);882147:(2,1.3,[2, 8]);882187:(1,1.0,[11]);882252:(1,1.0,[11]);882309:(1,1.0,[8]);882420:(1,1.0,[37]);882511:(1,1.0,[3]);882518:(1,1.0,[14]);882560:(2,1.3,[5, 6]);882601:(2,1.3,[10, 18]);882715:(1,1.0,[8]);882820:(1,1.0,[8]);882993:(1,1.0,[65]);883026:(3,1.48,[78, 249, 305]);883041:(1,1.0,[14]);883066:(1,1.0,[28]);883078:(1,1.0,[37]);883409:(1,1.0,[364]);883453:(1,1.0,[3]);883483:(2,1.3,[348, 506]);883496:(1,1.0,[0]);883661:(1,1.0,[13]);883663:(1,1.0,[9]);883664:(1,1.0,[9]);883718:(1,1.0,[7]);883869:(1,1.0,[68]);883893:(1,1.0,[861]);883927:(1,1.0,[3]);883964:(1,1.0,[11]);884073:(1,1.0,[9]);884087:(1,1.0,[43]);884088:(1,1.0,[15]);884132:(1,1.0,[1]);884192:(5,1.7,[47, 227, 295, 352, 420]);884259:(2,1.3,[9, 22]);884299:(2,1.3,[11, 24]);884312:(1,1.0,[5]);884410:(1,1.0,[4]);884432:(1,1.0,[15]);884446:(1,1.0,[17]);884603:(2,1.3,[296, 398]);884608:(2,1.3,[3, 31]);884674:(1,1.0,[9]);884688:(1,1.0,[18]);884713:(1,1.0,[13]);884744:(1,1.0,[2]);884752:(1,1.0,[15]);884820:(1,1.0,[27]);884938:(1,1.0,[2]);884966:(1,1.0,[17]);885032:(1,1.0,[2]);885072:(1,1.0,[29]);885124:(1,1.0,[9]);885162:(2,1.3,[7, 32]);885207:(1,1.0,[25]);885222:(1,1.0,[9]);885248:(1,1.0,[26]);885392:(1,1.0,[3]);885558:(1,1.0,[24]);885586:(1,1.0,[0]);885789:(1,1.0,[66]);886026:(1,1.0,[195]);886031:(1,1.0,[5])
traditon;884042:(1,1.0,[4])
traffic;882620:(1,1.0,[45]);885949:(1,1.0,[28])
tragedi;883333:(1,1.0,[139]);884192:(2,1.3,[276, 401]);884663:(1,1.0,[17]);885071:(1,1.0,[25])
tragic;882443:(2,1.3,[9, 58]);882497:(1,1.0,[9]);883333:(2,1.3,[269, 376]);884687:(1,1.0,[0]);884874:(1,1.0,[6]);885071:(1,1.0,[28]);885105:(1,1.0,[43]);885410:(1,1.0,[350])
trail;882452:(1,1.0,[1])
trailer;882152:(1,1.0,[6]);883270:(2,1.3,[513, 527]);884085:(1,1.0,[12]);884453:(1,1.0,[9]);884869:(1,1.0,[0]);885185:(2,1.3,[7, 20])
train;882602:(1,1.0,[6]);882999:(1,1.0,[60]);883026:(1,1.0,[81]);883096:(1,1.0,[78]);883780:(1,1.0,[38]);883818:(1,1.0,[36]);884665:(2,1.3,[1, 11]);884808:(1,1.0,[12]);885152:(1,1.0,[32]);885489:(1,1.0,[1])
trainapella;885354:(1,1.0,[1])
trait;882220:(2,1.3,[985, 1521]);884028:(1,1.0,[15])
tramp;883689:(1,1.0,[29])
tran;881958:(1,1.0,[287]);882352:(1,1.0,[1]);883204:(1,1.0,[13]);883608:(1,1.0,[4]);884572:(1,1.0,[3])
tranc;881886:(1,1.0,[45]);881939:(1,1.0,[0]);883920:(1,1.0,[12]);884533:(1,1.0,[5]);885270:(1,1.0,[29]);885285:(3,1.48,[4, 13, 19]);885404:(1,1.0,[31])
transact;882445:(1,1.0,[11]);883432:(1,1.0,[20])
transcend;883054:(1,1.0,[15]);884180:(1,1.0,[7]);884421:(1,1.0,[5]);884540:(1,1.0,[5]);884571:(1,1.0,[4])
transcendent;885788:(1,1.0,[22])
transcrib;882253:(2,1.3,[11, 15])
transcript;884984:(5,1.7,[10, 17, 117, 198, 208]);885487:(1,1.0,[111])
transfer;882561:(1,1.0,[8]);883072:(1,1.0,[12]);883409:(1,1.0,[316]);884001:(1,1.0,[16]);884021:(2,1.3,[3, 14]);884377:(1,1.0,[5])
transform;882269:(2,1.3,[17, 40]);882436:(1,1.0,[10]);882469:(1,1.0,[12]);882529:(1,1.0,[11]);882714:(1,1.0,[87]);882788:(1,1.0,[0]);884043:(1,1.0,[6]);884486:(1,1.0,[44]);884786:(1,1.0,[8]);885467:(1,1.0,[19])
transgend;885220:(2,1.3,[39, 47])
transistor;883948:(1,1.0,[0])
transit;881994:(1,1.0,[65]);882220:(3,1.48,[182, 687, 1223]);882998:(1,1.0,[25]);883503:(1,1.0,[1]);885547:(2,1.3,[16, 37])
translat;882264:(2,1.3,[3, 9]);882398:(1,1.0,[23]);883213:(1,1.0,[14]);883250:(1,1.0,[36]);885497:(2,1.3,[76, 109]);885558:(1,1.0,[6]);885599:(1,1.0,[5]);885624:(1,1.0,[11]);885657:(1,1.0,[11])
transpar;884291:(1,1.0,[10]);885380:(1,1.0,[5])
transplant;882468:(1,1.0,[68])
transport;882530:(1,1.0,[4]);882651:(1,1.0,[8]);884509:(1,1.0,[11]);884983:(1,1.0,[42])
transpos;881912:(1,1.0,[9]);884752:(1,1.0,[13])
transsylvanian;883820:(1,1.0,[21])
transylvanian;883820:(1,1.0,[2])
trap;883708:(1,1.0,[0])
trapp;883887:(1,1.0,[8])
